state,pollster_id,pollster,fte_grade,sample_size,population,methodology,end_date,nationwide_batch,answer,candidate_party,pct,committee_id
Hawaii,1193,SurveyMonkey,D-,1013.0,lv,Online,10/19/2020,False,Biden,DEM,66.0,C00703975
Hawaii,1193,SurveyMonkey,D-,1013.0,lv,Online,10/19/2020,False,Trump,REP,32.0,C00580100
Georgia,1193,SurveyMonkey,D-,5979.0,rv,Online,10/19/2020,False,Biden,DEM,52.0,C00703975
Georgia,1193,SurveyMonkey,D-,5979.0,rv,Online,10/19/2020,False,Trump,REP,46.0,C00580100
Georgia,1193,SurveyMonkey,D-,5979.0,lv,Online,10/19/2020,False,Biden,DEM,49.0,C00703975
Georgia,1193,SurveyMonkey,D-,5979.0,lv,Online,10/19/2020,False,Trump,REP,49.0,C00580100
Florida,1193,SurveyMonkey,D-,14196.0,rv,Online,10/19/2020,False,Biden,DEM,50.0,C00703975
Florida,1193,SurveyMonkey,D-,14196.0,rv,Online,10/19/2020,False,Trump,REP,48.0,C00580100
Florida,1193,SurveyMonkey,D-,14196.0,lv,Online,10/19/2020,False,Biden,DEM,49.0,C00703975
Florida,1193,SurveyMonkey,D-,14196.0,lv,Online,10/19/2020,False,Trump,REP,49.0,C00580100
Delaware,1193,SurveyMonkey,D-,1044.0,rv,Online,10/19/2020,False,Biden,DEM,64.0,C00703975
Delaware,1193,SurveyMonkey,D-,1044.0,rv,Online,10/19/2020,False,Trump,REP,34.0,C00580100
Delaware,1193,SurveyMonkey,D-,1044.0,lv,Online,10/19/2020,False,Biden,DEM,63.0,C00703975
Delaware,1193,SurveyMonkey,D-,1044.0,lv,Online,10/19/2020,False,Trump,REP,35.0,C00580100
Washington DC,1193,SurveyMonkey,D-,765.0,rv,Online,10/19/2020,False,Biden,DEM,86.0,C00703975
Washington DC,1193,SurveyMonkey,D-,765.0,rv,Online,10/19/2020,False,Trump,REP,11.0,C00580100
Washington DC,1193,SurveyMonkey,D-,765.0,lv,Online,10/19/2020,False,Biden,DEM,88.0,C00703975
Washington DC,1193,SurveyMonkey,D-,765.0,lv,Online,10/19/2020,False,Trump,REP,10.0,C00580100
Colorado,1193,SurveyMonkey,D-,5272.0,rv,Online,10/19/2020,False,Biden,DEM,59.0,C00703975
Colorado,1193,SurveyMonkey,D-,5272.0,rv,Online,10/19/2020,False,Trump,REP,39.0,C00580100
Colorado,1193,SurveyMonkey,D-,5272.0,lv,Online,10/19/2020,False,Biden,DEM,58.0,C00703975
Colorado,1193,SurveyMonkey,D-,5272.0,lv,Online,10/19/2020,False,Trump,REP,41.0,C00580100
California,1193,SurveyMonkey,D-,22797.0,rv,Online,10/19/2020,False,Biden,DEM,62.0,C00703975
California,1193,SurveyMonkey,D-,22797.0,rv,Online,10/19/2020,False,Trump,REP,35.0,C00580100
California,1193,SurveyMonkey,D-,22797.0,lv,Online,10/19/2020,False,Biden,DEM,62.0,C00703975
California,1193,SurveyMonkey,D-,22797.0,lv,Online,10/19/2020,False,Trump,REP,36.0,C00580100
Arkansas,1193,SurveyMonkey,D-,1707.0,rv,Online,10/19/2020,False,Biden,DEM,41.0,C00703975
Arkansas,1193,SurveyMonkey,D-,1707.0,rv,Online,10/19/2020,False,Trump,REP,56.0,C00580100
Arkansas,1193,SurveyMonkey,D-,1707.0,lv,Online,10/19/2020,False,Biden,DEM,40.0,C00703975
Arkansas,1193,SurveyMonkey,D-,1707.0,lv,Online,10/19/2020,False,Trump,REP,58.0,C00580100
Alaska,1193,SurveyMonkey,D-,1001.0,rv,Online,10/19/2020,False,Biden,DEM,46.0,C00703975
Alaska,1193,SurveyMonkey,D-,1001.0,rv,Online,10/19/2020,False,Trump,REP,51.0,C00580100
Alaska,1193,SurveyMonkey,D-,1001.0,lv,Online,10/19/2020,False,Biden,DEM,45.0,C00703975
Alaska,1193,SurveyMonkey,D-,1001.0,lv,Online,10/19/2020,False,Trump,REP,52.0,C00580100
Wisconsin,1193,SurveyMonkey,D-,4511.0,rv,Online,10/19/2020,False,Biden,DEM,55.0,C00703975
Wisconsin,1193,SurveyMonkey,D-,4511.0,rv,Online,10/19/2020,False,Trump,REP,42.0,C00580100
Wisconsin,1193,SurveyMonkey,D-,4511.0,lv,Online,10/19/2020,False,Biden,DEM,55.0,C00703975
Wisconsin,1193,SurveyMonkey,D-,4511.0,lv,Online,10/19/2020,False,Trump,REP,43.0,C00580100
Virginia,1193,SurveyMonkey,D-,5912.0,rv,Online,10/19/2020,False,Biden,DEM,55.0,C00703975
Virginia,1193,SurveyMonkey,D-,5912.0,rv,Online,10/19/2020,False,Trump,REP,42.0,C00580100
Virginia,1193,SurveyMonkey,D-,5912.0,lv,Online,10/19/2020,False,Biden,DEM,55.0,C00703975
Virginia,1193,SurveyMonkey,D-,5912.0,lv,Online,10/19/2020,False,Trump,REP,43.0,C00580100
Utah,1193,SurveyMonkey,D-,2239.0,rv,Online,10/19/2020,False,Biden,DEM,45.0,C00703975
Utah,1193,SurveyMonkey,D-,2239.0,rv,Online,10/19/2020,False,Trump,REP,52.0,C00580100
Utah,1193,SurveyMonkey,D-,2239.0,lv,Online,10/19/2020,False,Biden,DEM,45.0,C00703975
Utah,1193,SurveyMonkey,D-,2239.0,lv,Online,10/19/2020,False,Trump,REP,53.0,C00580100
Texas,1193,SurveyMonkey,D-,14204.0,rv,Online,10/19/2020,False,Biden,DEM,49.0,C00703975
Texas,1193,SurveyMonkey,D-,14204.0,rv,Online,10/19/2020,False,Trump,REP,49.0,C00580100
Texas,1193,SurveyMonkey,D-,14204.0,lv,Online,10/19/2020,False,Biden,DEM,47.0,C00703975
Texas,1193,SurveyMonkey,D-,14204.0,lv,Online,10/19/2020,False,Trump,REP,51.0,C00580100
South Carolina,1193,SurveyMonkey,D-,3810.0,rv,Online,10/19/2020,False,Biden,DEM,46.0,C00703975
South Carolina,1193,SurveyMonkey,D-,3810.0,rv,Online,10/19/2020,False,Trump,REP,50.0,C00580100
South Carolina,1193,SurveyMonkey,D-,3810.0,lv,Online,10/19/2020,False,Biden,DEM,45.0,C00703975
South Carolina,1193,SurveyMonkey,D-,3810.0,lv,Online,10/19/2020,False,Trump,REP,53.0,C00580100
Pennsylvania,1193,SurveyMonkey,D-,8803.0,rv,Online,10/19/2020,False,Biden,DEM,53.0,C00703975
Pennsylvania,1193,SurveyMonkey,D-,8803.0,rv,Online,10/19/2020,False,Trump,REP,45.0,C00580100
Pennsylvania,1193,SurveyMonkey,D-,8803.0,lv,Online,10/19/2020,False,Biden,DEM,52.0,C00703975
Pennsylvania,1193,SurveyMonkey,D-,8803.0,lv,Online,10/19/2020,False,Trump,REP,46.0,C00580100
Ohio,1193,SurveyMonkey,D-,6376.0,rv,Online,10/19/2020,False,Biden,DEM,48.0,C00703975
Ohio,1193,SurveyMonkey,D-,6376.0,rv,Online,10/19/2020,False,Trump,REP,49.0,C00580100
Ohio,1193,SurveyMonkey,D-,6376.0,lv,Online,10/19/2020,False,Biden,DEM,48.0,C00703975
Ohio,1193,SurveyMonkey,D-,6376.0,lv,Online,10/19/2020,False,Trump,REP,51.0,C00580100
New York,1193,SurveyMonkey,D-,9962.0,rv,Online,10/19/2020,False,Biden,DEM,64.0,C00703975
New York,1193,SurveyMonkey,D-,9962.0,rv,Online,10/19/2020,False,Trump,REP,32.0,C00580100
New York,1193,SurveyMonkey,D-,9962.0,lv,Online,10/19/2020,False,Biden,DEM,65.0,C00703975
New York,1193,SurveyMonkey,D-,9962.0,lv,Online,10/19/2020,False,Trump,REP,33.0,C00580100
New Mexico,1193,SurveyMonkey,D-,2092.0,rv,Online,10/19/2020,False,Biden,DEM,53.0,C00703975
New Mexico,1193,SurveyMonkey,D-,2092.0,rv,Online,10/19/2020,False,Trump,REP,45.0,C00580100
New Mexico,1193,SurveyMonkey,D-,2092.0,lv,Online,10/19/2020,False,Biden,DEM,53.0,C00703975
New Mexico,1193,SurveyMonkey,D-,2092.0,lv,Online,10/19/2020,False,Trump,REP,46.0,C00580100
New Jersey,1193,SurveyMonkey,D-,5121.0,rv,Online,10/19/2020,False,Biden,DEM,61.0,C00703975
New Jersey,1193,SurveyMonkey,D-,5121.0,rv,Online,10/19/2020,False,Trump,REP,35.0,C00580100
New Jersey,1193,SurveyMonkey,D-,5121.0,lv,Online,10/19/2020,False,Biden,DEM,61.0,C00703975
New Jersey,1193,SurveyMonkey,D-,5121.0,lv,Online,10/19/2020,False,Trump,REP,36.0,C00580100
New Hampshire,1193,SurveyMonkey,D-,1410.0,rv,Online,10/19/2020,False,Biden,DEM,57.0,C00703975
New Hampshire,1193,SurveyMonkey,D-,1410.0,rv,Online,10/19/2020,False,Trump,REP,41.0,C00580100
New Hampshire,1193,SurveyMonkey,D-,1410.0,lv,Online,10/19/2020,False,Biden,DEM,57.0,C00703975
New Hampshire,1193,SurveyMonkey,D-,1410.0,lv,Online,10/19/2020,False,Trump,REP,41.0,C00580100
Nebraska,1193,SurveyMonkey,D-,1452.0,rv,Online,10/19/2020,False,Biden,DEM,46.0,C00703975
Nebraska,1193,SurveyMonkey,D-,1452.0,rv,Online,10/19/2020,False,Trump,REP,51.0,C00580100
Nebraska,1193,SurveyMonkey,D-,1452.0,lv,Online,10/19/2020,False,Biden,DEM,46.0,C00703975
Nebraska,1193,SurveyMonkey,D-,1452.0,lv,Online,10/19/2020,False,Trump,REP,52.0,C00580100
North Dakota,1193,SurveyMonkey,D-,511.0,rv,Online,10/19/2020,False,Biden,DEM,40.0,C00703975
North Dakota,1193,SurveyMonkey,D-,511.0,rv,Online,10/19/2020,False,Trump,REP,58.0,C00580100
North Dakota,1193,SurveyMonkey,D-,511.0,lv,Online,10/19/2020,False,Biden,DEM,40.0,C00703975
North Dakota,1193,SurveyMonkey,D-,511.0,lv,Online,10/19/2020,False,Trump,REP,59.0,C00580100
North Carolina,1193,SurveyMonkey,D-,6483.0,rv,Online,10/19/2020,False,Biden,DEM,53.0,C00703975
North Carolina,1193,SurveyMonkey,D-,6483.0,rv,Online,10/19/2020,False,Trump,REP,45.0,C00580100
North Carolina,1193,SurveyMonkey,D-,6483.0,lv,Online,10/19/2020,False,Biden,DEM,52.0,C00703975
North Carolina,1193,SurveyMonkey,D-,6483.0,lv,Online,10/19/2020,False,Trump,REP,46.0,C00580100
Idaho,1193,SurveyMonkey,D-,1510.0,rv,Online,10/19/2020,False,Biden,DEM,40.0,C00703975
Idaho,1193,SurveyMonkey,D-,1510.0,rv,Online,10/19/2020,False,Trump,REP,57.0,C00580100
Idaho,1193,SurveyMonkey,D-,1510.0,lv,Online,10/19/2020,False,Biden,DEM,41.0,C00703975
Idaho,1193,SurveyMonkey,D-,1510.0,lv,Online,10/19/2020,False,Trump,REP,57.0,C00580100
Connecticut,1193,SurveyMonkey,D-,3020.0,rv,Online,10/19/2020,False,Biden,DEM,61.0,C00703975
Connecticut,1193,SurveyMonkey,D-,3020.0,rv,Online,10/19/2020,False,Trump,REP,35.0,C00580100
Connecticut,1193,SurveyMonkey,D-,3020.0,lv,Online,10/19/2020,False,Biden,DEM,62.0,C00703975
Connecticut,1193,SurveyMonkey,D-,3020.0,lv,Online,10/19/2020,False,Trump,REP,36.0,C00580100
Arizona,1193,SurveyMonkey,D-,5945.0,rv,Online,10/19/2020,False,Biden,DEM,54.0,C00703975
Arizona,1193,SurveyMonkey,D-,5945.0,rv,Online,10/19/2020,False,Trump,REP,44.0,C00580100
Arizona,1193,SurveyMonkey,D-,5945.0,lv,Online,10/19/2020,False,Biden,DEM,53.0,C00703975
Arizona,1193,SurveyMonkey,D-,5945.0,lv,Online,10/19/2020,False,Trump,REP,45.0,C00580100
Alabama,1193,SurveyMonkey,D-,2781.0,rv,Online,10/19/2020,False,Biden,DEM,41.0,C00703975
Alabama,1193,SurveyMonkey,D-,2781.0,rv,Online,10/19/2020,False,Trump,REP,56.0,C00580100
Alabama,1193,SurveyMonkey,D-,2781.0,lv,Online,10/19/2020,False,Biden,DEM,38.0,C00703975
Alabama,1193,SurveyMonkey,D-,2781.0,lv,Online,10/19/2020,False,Trump,REP,60.0,C00580100
Michigan,317,Mitchell Research & Communications,C-,900.0,lv,IVR/Live Phone,10/18/2020,False,Biden,DEM,51.0,C00703975
Michigan,317,Mitchell Research & Communications,C-,900.0,lv,IVR/Live Phone,10/18/2020,False,Trump,REP,41.0,C00580100
Arizona,1308,Data Orbital,A/B,550.0,lv,Live Phone,10/18/2020,False,Biden,DEM,47.1,C00703975
Arizona,1308,Data Orbital,A/B,550.0,lv,Live Phone,10/18/2020,False,Trump,REP,41.9,C00580100
Texas,1515,Data for Progress,B-,933.0,lv,Online/Text,10/18/2020,False,Biden,DEM,47.0,C00703975
Texas,1515,Data for Progress,B-,933.0,lv,Online/Text,10/18/2020,False,Trump,REP,46.0,C00580100
North Carolina,1516,East Carolina University,B/C,1155.0,lv,IVR/Online,10/18/2020,False,Biden,DEM,50.6,C00703975
North Carolina,1516,East Carolina University,B/C,1155.0,lv,IVR/Online,10/18/2020,False,Trump,REP,47.4,C00580100
Michigan,1515,Data for Progress,B-,830.0,lv,Online/Text,10/18/2020,False,Biden,DEM,50.0,C00703975
Michigan,1515,Data for Progress,B-,830.0,lv,Online/Text,10/18/2020,False,Trump,REP,45.0,C00580100
Michigan,1250,Trafalgar Group,C-,1034.0,lv,Automated Phone,10/18/2020,False,Biden,DEM,44.9,C00703975
Michigan,1250,Trafalgar Group,C-,1034.0,lv,Automated Phone,10/18/2020,False,Trump,REP,46.7,C00580100
California,382,Public Policy Institute of California,A/B,1185.0,lv,Live Phone,10/18/2020,False,Biden,DEM,58.0,C00703975
California,382,Public Policy Institute of California,A/B,1185.0,lv,Live Phone,10/18/2020,False,Trump,REP,32.0,C00580100
Wyoming,1193,SurveyMonkey,D-,558.0,rv,Online,10/18/2020,False,Biden,DEM,32.0,C00703975
Wyoming,1193,SurveyMonkey,D-,558.0,rv,Online,10/18/2020,False,Trump,REP,66.0,C00580100
Wyoming,1193,SurveyMonkey,D-,558.0,lv,Online,10/18/2020,False,Biden,DEM,33.0,C00703975
Wyoming,1193,SurveyMonkey,D-,558.0,lv,Online,10/18/2020,False,Trump,REP,66.0,C00580100
West Virginia,1193,SurveyMonkey,D-,1020.0,rv,Online,10/18/2020,False,Biden,DEM,34.0,C00703975
West Virginia,1193,SurveyMonkey,D-,1020.0,rv,Online,10/18/2020,False,Trump,REP,65.0,C00580100
West Virginia,1193,SurveyMonkey,D-,1020.0,lv,Online,10/18/2020,False,Biden,DEM,33.0,C00703975
West Virginia,1193,SurveyMonkey,D-,1020.0,lv,Online,10/18/2020,False,Trump,REP,66.0,C00580100
Wisconsin,1193,SurveyMonkey,D-,4575.0,rv,Online,10/18/2020,False,Biden,DEM,54.0,C00703975
Wisconsin,1193,SurveyMonkey,D-,4575.0,rv,Online,10/18/2020,False,Trump,REP,43.0,C00580100
Wisconsin,1193,SurveyMonkey,D-,4575.0,lv,Online,10/18/2020,False,Biden,DEM,55.0,C00703975
Wisconsin,1193,SurveyMonkey,D-,4575.0,lv,Online,10/18/2020,False,Trump,REP,43.0,C00580100
Vermont,1193,SurveyMonkey,D-,769.0,rv,Online,10/18/2020,False,Biden,DEM,66.0,C00703975
Vermont,1193,SurveyMonkey,D-,769.0,rv,Online,10/18/2020,False,Trump,REP,32.0,C00580100
Vermont,1193,SurveyMonkey,D-,769.0,lv,Online,10/18/2020,False,Biden,DEM,67.0,C00703975
Vermont,1193,SurveyMonkey,D-,769.0,lv,Online,10/18/2020,False,Trump,REP,31.0,C00580100
Virginia,1193,SurveyMonkey,D-,5654.0,rv,Online,10/18/2020,False,Biden,DEM,55.0,C00703975
Virginia,1193,SurveyMonkey,D-,5654.0,rv,Online,10/18/2020,False,Trump,REP,42.0,C00580100
Virginia,1193,SurveyMonkey,D-,5654.0,lv,Online,10/18/2020,False,Biden,DEM,55.0,C00703975
Virginia,1193,SurveyMonkey,D-,5654.0,lv,Online,10/18/2020,False,Trump,REP,43.0,C00580100
Utah,1193,SurveyMonkey,D-,2187.0,rv,Online,10/18/2020,False,Biden,DEM,44.0,C00703975
Utah,1193,SurveyMonkey,D-,2187.0,rv,Online,10/18/2020,False,Trump,REP,53.0,C00580100
Utah,1193,SurveyMonkey,D-,2187.0,lv,Online,10/18/2020,False,Biden,DEM,45.0,C00703975
Utah,1193,SurveyMonkey,D-,2187.0,lv,Online,10/18/2020,False,Trump,REP,53.0,C00580100
South Dakota,1193,SurveyMonkey,D-,785.0,rv,Online,10/18/2020,False,Biden,DEM,45.0,C00703975
South Dakota,1193,SurveyMonkey,D-,785.0,rv,Online,10/18/2020,False,Trump,REP,53.0,C00580100
South Dakota,1193,SurveyMonkey,D-,785.0,lv,Online,10/18/2020,False,Biden,DEM,45.0,C00703975
South Dakota,1193,SurveyMonkey,D-,785.0,lv,Online,10/18/2020,False,Trump,REP,53.0,C00580100
South Carolina,1193,SurveyMonkey,D-,3666.0,rv,Online,10/18/2020,False,Biden,DEM,46.0,C00703975
South Carolina,1193,SurveyMonkey,D-,3666.0,rv,Online,10/18/2020,False,Trump,REP,50.0,C00580100
South Carolina,1193,SurveyMonkey,D-,3666.0,lv,Online,10/18/2020,False,Biden,DEM,45.0,C00703975
South Carolina,1193,SurveyMonkey,D-,3666.0,lv,Online,10/18/2020,False,Trump,REP,53.0,C00580100
Pennsylvania,1193,SurveyMonkey,D-,8532.0,rv,Online,10/18/2020,False,Biden,DEM,53.0,C00703975
Pennsylvania,1193,SurveyMonkey,D-,8532.0,rv,Online,10/18/2020,False,Trump,REP,45.0,C00580100
Pennsylvania,1193,SurveyMonkey,D-,8532.0,lv,Online,10/18/2020,False,Biden,DEM,53.0,C00703975
Pennsylvania,1193,SurveyMonkey,D-,8532.0,lv,Online,10/18/2020,False,Trump,REP,46.0,C00580100
Oregon,1193,SurveyMonkey,D-,3754.0,rv,Online,10/18/2020,False,Biden,DEM,60.0,C00703975
Oregon,1193,SurveyMonkey,D-,3754.0,rv,Online,10/18/2020,False,Trump,REP,39.0,C00580100
Oregon,1193,SurveyMonkey,D-,3754.0,lv,Online,10/18/2020,False,Biden,DEM,61.0,C00703975
Oregon,1193,SurveyMonkey,D-,3754.0,lv,Online,10/18/2020,False,Trump,REP,38.0,C00580100
Oklahoma,1193,SurveyMonkey,D-,2196.0,rv,Online,10/18/2020,False,Biden,DEM,41.0,C00703975
Oklahoma,1193,SurveyMonkey,D-,2196.0,rv,Online,10/18/2020,False,Trump,REP,57.0,C00580100
Oklahoma,1193,SurveyMonkey,D-,2196.0,lv,Online,10/18/2020,False,Biden,DEM,40.0,C00703975
Oklahoma,1193,SurveyMonkey,D-,2196.0,lv,Online,10/18/2020,False,Trump,REP,58.0,C00580100
Ohio,1193,SurveyMonkey,D-,6191.0,rv,Online,10/18/2020,False,Biden,DEM,48.0,C00703975
Ohio,1193,SurveyMonkey,D-,6191.0,rv,Online,10/18/2020,False,Trump,REP,50.0,C00580100
Ohio,1193,SurveyMonkey,D-,6191.0,lv,Online,10/18/2020,False,Biden,DEM,48.0,C00703975
Ohio,1193,SurveyMonkey,D-,6191.0,lv,Online,10/18/2020,False,Trump,REP,50.0,C00580100
Nevada,1193,SurveyMonkey,D-,2492.0,rv,Online,10/18/2020,False,Biden,DEM,53.0,C00703975
Nevada,1193,SurveyMonkey,D-,2492.0,rv,Online,10/18/2020,False,Trump,REP,45.0,C00580100
Nevada,1193,SurveyMonkey,D-,2492.0,lv,Online,10/18/2020,False,Biden,DEM,52.0,C00703975
Nevada,1193,SurveyMonkey,D-,2492.0,lv,Online,10/18/2020,False,Trump,REP,47.0,C00580100
New Mexico,1193,SurveyMonkey,D-,2026.0,rv,Online,10/18/2020,False,Biden,DEM,53.0,C00703975
New Mexico,1193,SurveyMonkey,D-,2026.0,rv,Online,10/18/2020,False,Trump,REP,45.0,C00580100
New Mexico,1193,SurveyMonkey,D-,2026.0,lv,Online,10/18/2020,False,Biden,DEM,53.0,C00703975
New Mexico,1193,SurveyMonkey,D-,2026.0,lv,Online,10/18/2020,False,Trump,REP,45.0,C00580100
New Jersey,1193,SurveyMonkey,D-,4990.0,rv,Online,10/18/2020,False,Biden,DEM,61.0,C00703975
New Jersey,1193,SurveyMonkey,D-,4990.0,rv,Online,10/18/2020,False,Trump,REP,35.0,C00580100
New Jersey,1193,SurveyMonkey,D-,4990.0,lv,Online,10/18/2020,False,Biden,DEM,61.0,C00703975
New Jersey,1193,SurveyMonkey,D-,4990.0,lv,Online,10/18/2020,False,Trump,REP,36.0,C00580100
New Hampshire,1193,SurveyMonkey,D-,1364.0,rv,Online,10/18/2020,False,Biden,DEM,57.0,C00703975
New Hampshire,1193,SurveyMonkey,D-,1364.0,rv,Online,10/18/2020,False,Trump,REP,41.0,C00580100
New Hampshire,1193,SurveyMonkey,D-,1364.0,lv,Online,10/18/2020,False,Biden,DEM,57.0,C00703975
New Hampshire,1193,SurveyMonkey,D-,1364.0,lv,Online,10/18/2020,False,Trump,REP,41.0,C00580100
Nebraska,1193,SurveyMonkey,D-,1394.0,rv,Online,10/18/2020,False,Biden,DEM,47.0,C00703975
Nebraska,1193,SurveyMonkey,D-,1394.0,rv,Online,10/18/2020,False,Trump,REP,51.0,C00580100
Nebraska,1193,SurveyMonkey,D-,1394.0,lv,Online,10/18/2020,False,Biden,DEM,46.0,C00703975
Nebraska,1193,SurveyMonkey,D-,1394.0,lv,Online,10/18/2020,False,Trump,REP,52.0,C00580100
North Dakota,1193,SurveyMonkey,D-,490.0,rv,Online,10/18/2020,False,Biden,DEM,40.0,C00703975
North Dakota,1193,SurveyMonkey,D-,490.0,rv,Online,10/18/2020,False,Trump,REP,58.0,C00580100
North Dakota,1193,SurveyMonkey,D-,490.0,lv,Online,10/18/2020,False,Biden,DEM,40.0,C00703975
North Dakota,1193,SurveyMonkey,D-,490.0,lv,Online,10/18/2020,False,Trump,REP,59.0,C00580100
North Carolina,1193,SurveyMonkey,D-,6225.0,rv,Online,10/18/2020,False,Biden,DEM,53.0,C00703975
North Carolina,1193,SurveyMonkey,D-,6225.0,rv,Online,10/18/2020,False,Trump,REP,45.0,C00580100
North Carolina,1193,SurveyMonkey,D-,6225.0,lv,Online,10/18/2020,False,Biden,DEM,52.0,C00703975
North Carolina,1193,SurveyMonkey,D-,6225.0,lv,Online,10/18/2020,False,Trump,REP,46.0,C00580100
Montana,1193,SurveyMonkey,D-,924.0,rv,Online,10/18/2020,False,Biden,DEM,45.0,C00703975
Montana,1193,SurveyMonkey,D-,924.0,rv,Online,10/18/2020,False,Trump,REP,53.0,C00580100
Montana,1193,SurveyMonkey,D-,924.0,lv,Online,10/18/2020,False,Biden,DEM,45.0,C00703975
Montana,1193,SurveyMonkey,D-,924.0,lv,Online,10/18/2020,False,Trump,REP,53.0,C00580100
Mississippi,1193,SurveyMonkey,D-,1404.0,rv,Online,10/18/2020,False,Biden,DEM,44.0,C00703975
Mississippi,1193,SurveyMonkey,D-,1404.0,rv,Online,10/18/2020,False,Trump,REP,54.0,C00580100
Mississippi,1193,SurveyMonkey,D-,1404.0,lv,Online,10/18/2020,False,Biden,DEM,39.0,C00703975
Mississippi,1193,SurveyMonkey,D-,1404.0,lv,Online,10/18/2020,False,Trump,REP,60.0,C00580100
Minnesota,1193,SurveyMonkey,D-,4544.0,rv,Online,10/18/2020,False,Biden,DEM,54.0,C00703975
Minnesota,1193,SurveyMonkey,D-,4544.0,rv,Online,10/18/2020,False,Trump,REP,43.0,C00580100
Minnesota,1193,SurveyMonkey,D-,4544.0,lv,Online,10/18/2020,False,Biden,DEM,56.0,C00703975
Minnesota,1193,SurveyMonkey,D-,4544.0,lv,Online,10/18/2020,False,Trump,REP,42.0,C00580100
Maine,1193,SurveyMonkey,D-,1389.0,rv,Online,10/18/2020,False,Biden,DEM,56.0,C00703975
Maine,1193,SurveyMonkey,D-,1389.0,rv,Online,10/18/2020,False,Trump,REP,43.0,C00580100
Maine,1193,SurveyMonkey,D-,1389.0,lv,Online,10/18/2020,False,Biden,DEM,56.0,C00703975
Maine,1193,SurveyMonkey,D-,1389.0,lv,Online,10/18/2020,False,Trump,REP,43.0,C00580100
Maryland,1193,SurveyMonkey,D-,4483.0,rv,Online,10/18/2020,False,Biden,DEM,67.0,C00703975
Maryland,1193,SurveyMonkey,D-,4483.0,rv,Online,10/18/2020,False,Trump,REP,31.0,C00580100
Maryland,1193,SurveyMonkey,D-,4483.0,lv,Online,10/18/2020,False,Biden,DEM,66.0,C00703975
Maryland,1193,SurveyMonkey,D-,4483.0,lv,Online,10/18/2020,False,Trump,REP,32.0,C00580100
Massachusetts,1193,SurveyMonkey,D-,4467.0,rv,Online,10/18/2020,False,Biden,DEM,69.0,C00703975
Massachusetts,1193,SurveyMonkey,D-,4467.0,rv,Online,10/18/2020,False,Trump,REP,29.0,C00580100
Massachusetts,1193,SurveyMonkey,D-,4467.0,lv,Online,10/18/2020,False,Biden,DEM,70.0,C00703975
Massachusetts,1193,SurveyMonkey,D-,4467.0,lv,Online,10/18/2020,False,Trump,REP,29.0,C00580100
Kentucky,1193,SurveyMonkey,D-,2788.0,rv,Online,10/18/2020,False,Biden,DEM,41.0,C00703975
Kentucky,1193,SurveyMonkey,D-,2788.0,rv,Online,10/18/2020,False,Trump,REP,57.0,C00580100
Kentucky,1193,SurveyMonkey,D-,2788.0,lv,Online,10/18/2020,False,Biden,DEM,42.0,C00703975
Kentucky,1193,SurveyMonkey,D-,2788.0,lv,Online,10/18/2020,False,Trump,REP,57.0,C00580100
Kansas,1193,SurveyMonkey,D-,2581.0,rv,Online,10/18/2020,False,Biden,DEM,48.0,C00703975
Kansas,1193,SurveyMonkey,D-,2581.0,rv,Online,10/18/2020,False,Trump,REP,51.0,C00580100
Kansas,1193,SurveyMonkey,D-,2581.0,lv,Online,10/18/2020,False,Biden,DEM,47.0,C00703975
Kansas,1193,SurveyMonkey,D-,2581.0,lv,Online,10/18/2020,False,Trump,REP,51.0,C00580100
Indiana,1193,SurveyMonkey,D-,3913.0,rv,Online,10/18/2020,False,Biden,DEM,44.0,C00703975
Indiana,1193,SurveyMonkey,D-,3913.0,rv,Online,10/18/2020,False,Trump,REP,53.0,C00580100
Indiana,1193,SurveyMonkey,D-,3913.0,lv,Online,10/18/2020,False,Biden,DEM,44.0,C00703975
Indiana,1193,SurveyMonkey,D-,3913.0,lv,Online,10/18/2020,False,Trump,REP,54.0,C00580100
Illinois,1193,SurveyMonkey,D-,7417.0,rv,Online,10/18/2020,False,Biden,DEM,59.0,C00703975
Illinois,1193,SurveyMonkey,D-,7417.0,rv,Online,10/18/2020,False,Trump,REP,38.0,C00580100
Illinois,1193,SurveyMonkey,D-,7417.0,lv,Online,10/18/2020,False,Biden,DEM,59.0,C00703975
Illinois,1193,SurveyMonkey,D-,7417.0,lv,Online,10/18/2020,False,Trump,REP,39.0,C00580100
Idaho,1193,SurveyMonkey,D-,1482.0,rv,Online,10/18/2020,False,Biden,DEM,40.0,C00703975
Idaho,1193,SurveyMonkey,D-,1482.0,rv,Online,10/18/2020,False,Trump,REP,58.0,C00580100
Idaho,1193,SurveyMonkey,D-,1482.0,lv,Online,10/18/2020,False,Biden,DEM,41.0,C00703975
Idaho,1193,SurveyMonkey,D-,1482.0,lv,Online,10/18/2020,False,Trump,REP,57.0,C00580100
Iowa,1193,SurveyMonkey,D-,2460.0,rv,Online,10/18/2020,False,Biden,DEM,49.0,C00703975
Iowa,1193,SurveyMonkey,D-,2460.0,rv,Online,10/18/2020,False,Trump,REP,49.0,C00580100
Iowa,1193,SurveyMonkey,D-,2460.0,lv,Online,10/18/2020,False,Biden,DEM,51.0,C00703975
Iowa,1193,SurveyMonkey,D-,2460.0,lv,Online,10/18/2020,False,Trump,REP,48.0,C00580100
